"ID","season","week_num","day_of_week","gametime_local","home_team","away_team","home_score","away_score","OT_flag","arrests","division_game"
727,2015.00,16.00,"Saturday",12/30/1899 20:25:00,"Philadelphia","Washington",24.00,38.00,,3.00,"y"
728,2011.00,2.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Seattle",24.00,0.00,,15.00,"n"
729,2011.00,5.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Tennessee",38.00,17.00,,19.00,"n"
730,2011.00,6.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Jacksonville",17.00,13.00,,24.00,"n"
731,2011.00,8.00,"Sunday",12/30/1899 16:15:00,"Pittsburgh","New England",25.00,17.00,,12.00,"n"
732,2011.00,9.00,"Sunday",12/30/1899 20:20:00,"Pittsburgh","Baltimore",20.00,23.00,,21.00,"y"
733,2011.00,13.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cincinnati",35.00,7.00,,9.00,"y"
734,2011.00,14.00,"Thursday",12/30/1899 20:20:00,"Pittsburgh","Cleveland",14.00,3.00,,16.00,"y"
735,2011.00,16.00,"Saturday",12/30/1899 13:00:00,"Pittsburgh","St. Louis",27.00,0.00,,10.00,"n"
736,2012.00,2.00,"Sunday",12/30/1899 16:25:00,"Pittsburgh","New York Jets",27.00,10.00,,25.00,"n"
737,2012.00,5.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Philadelphia",16.00,14.00,,18.00,"n"
738,2012.00,8.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Washington",27.00,12.00,,23.00,"n"
739,2012.00,10.00,"Monday",12/30/1899 20:30:00,"Pittsburgh","Kansas City",16.00,13.00,"OT",25.00,"n"
740,2012.00,11.00,"Sunday",12/30/1899 20:20:00,"Pittsburgh","Baltimore",10.00,13.00,,52.00,"y"
741,2012.00,14.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","San Diego",24.00,34.00,,31.00,"n"
742,2012.00,16.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cincinnati",10.00,13.00,,30.00,"y"
743,2012.00,17.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cleveland",24.00,10.00,,3.00,"y"
744,2013.00,1.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Tennessee",9.00,16.00,,37.00,"n"
745,2013.00,3.00,"Sunday",12/30/1899 20:30:00,"Pittsburgh","Chicago",23.00,40.00,,56.00,"n"
746,2013.00,7.00,"Sunday",12/30/1899 16:25:00,"Pittsburgh","Baltimore",19.00,16.00,,16.00,"y"
747,2013.00,10.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Buffalo",23.00,10.00,,19.00,"n"
748,2013.00,11.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Detroit",37.00,27.00,,34.00,"n"
749,2013.00,14.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Miami",28.00,34.00,,6.00,"n"
750,2013.00,15.00,"Sunday",12/30/1899 20:30:00,"Pittsburgh","Cincinnati",30.00,20.00,,10.00,"y"
751,2013.00,17.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cleveland",20.00,7.00,,7.00,"y"
752,2014.00,1.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cleveland",30.00,27.00,,9.00,"y"
753,2014.00,4.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Tampa Bay",24.00,27.00,,10.00,"n"
754,2014.00,7.00,"Monday",12/30/1899 20:30:00,"Pittsburgh","Houston",30.00,23.00,,11.00,"n"
755,2014.00,8.00,"Sunday",12/30/1899 16:25:00,"Pittsburgh","Indianapolis",51.00,34.00,,22.00,"n"
756,2014.00,9.00,"Sunday",12/30/1899 20:30:00,"Pittsburgh","Baltimore",43.00,23.00,,25.00,"y"
757,2014.00,13.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","New Orleans",32.00,35.00,,9.00,"n"
758,2014.00,16.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Kansas City",20.00,12.00,,10.00,"n"
759,2014.00,17.00,"Sunday",12/30/1899 20:30:00,"Pittsburgh","Cincinnati",27.00,17.00,,17.00,"y"
760,2015.00,2.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","San Francisco",43.00,18.00,,4.00,"n"
761,2015.00,4.00,"Thursday",12/30/1899 20:30:00,"Pittsburgh","Baltimore",20.00,23.00,"OT",1.00,"y"
762,2015.00,6.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Arizona",25.00,13.00,,8.00,"n"
763,2015.00,8.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cincinnati",10.00,16.00,,3.00,"y"
764,2015.00,9.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Oakland",38.00,35.00,,8.00,"n"
765,2015.00,10.00,"Sunday",12/30/1899 13:00:00,"Pittsburgh","Cleveland",30.00,9.00,,7.00,"y"
766,2015.00,13.00,"Sunday",12/30/1899 20:30:00,"Pittsburgh","Indianapolis",45.00,10.00,,3.00,"n"
767,2015.00,15.00,"Sunday",12/30/1899 16:25:00,"Pittsburgh","Denver",34.00,27.00,,5.00,"n"
768,2011.00,1.00,"Sunday",12/30/1899 13:15:00,"San Diego","Minnesota",24.00,17.00,,15.00,"n"
769,2011.00,3.00,"Sunday",12/30/1899 13:05:00,"San Diego","Kansas City",20.00,17.00,,37.00,"y"
770,2011.00,4.00,"Sunday",12/30/1899 13:15:00,"San Diego","Miami",26.00,16.00,,29.00,"n"
771,2011.00,9.00,"Sunday",12/30/1899 13:15:00,"San Diego","Green Bay",38.00,45.00,,30.00,"n"
772,2011.00,10.00,"Thursday",12/30/1899 17:20:00,"San Diego","Oakland",17.00,24.00,,69.00,"y"
773,2011.00,12.00,"Sunday",12/30/1899 13:15:00,"San Diego","Denver",13.00,16.00,"OT",41.00,"y"
774,2011.00,14.00,"Sunday",12/30/1899 13:15:00,"San Diego","Buffalo",37.00,10.00,,30.00,"n"
775,2011.00,15.00,"Sunday",12/30/1899 17:20:00,"San Diego","Baltimore",34.00,14.00,,0.00,"n"
776,2012.00,2.00,"Sunday",12/30/1899 13:25:00,"San Diego","Tennessee",38.00,10.00,,23.00,"n"
777,2012.00,3.00,"Sunday",12/30/1899 13:05:00,"San Diego","Atlanta",3.00,27.00,,47.00,"n"
778,2012.00,6.00,"Monday",12/30/1899 17:30:00,"San Diego","Denver",24.00,35.00,,45.00,"y"
779,2012.00,9.00,"Thursday",12/30/1899 17:20:00,"San Diego","Kansas City",31.00,13.00,,40.00,"y"
780,2012.00,12.00,"Sunday",12/30/1899 13:05:00,"San Diego","Baltimore",13.00,16.00,"OT",31.00,"n"
781,2012.00,13.00,"Sunday",12/30/1899 13:25:00,"San Diego","Cincinnati",13.00,20.00,,19.00,"n"
782,2012.00,15.00,"Sunday",12/30/1899 13:05:00,"San Diego","Carolina",7.00,31.00,,12.00,"n"
783,2012.00,17.00,"Sunday",12/30/1899 13:25:00,"San Diego","Oakland",24.00,21.00,,60.00,"y"
784,2013.00,1.00,"Monday",12/30/1899 19:20:00,"San Diego","Houston",28.00,31.00,,29.00,"n"
785,2013.00,4.00,"Sunday",12/30/1899 13:25:00,"San Diego","Dallas",30.00,21.00,,40.00,"n"
786,2013.00,6.00,"Monday",12/30/1899 17:40:00,"San Diego","Indianapolis",24.00,6.00,,13.00,"n"
787,2013.00,10.00,"Sunday",12/30/1899 13:25:00,"San Diego","Denver",20.00,28.00,,16.00,"y"
788,2013.00,13.00,"Sunday",12/30/1899 13:25:00,"San Diego","Cincinnati",10.00,17.00,,24.00,"n"
789,2013.00,14.00,"Sunday",12/30/1899 13:25:00,"San Diego","New York Giants",37.00,14.00,,19.00,"n"
790,2013.00,16.00,"Sunday",12/30/1899 13:25:00,"San Diego","Oakland",26.00,13.00,,36.00,"y"
791,2013.00,17.00,"Sunday",12/30/1899 13:25:00,"San Diego","Kansas City",27.00,24.00,"OT",8.00,"y"
792,2014.00,2.00,"Sunday",12/30/1899 13:05:00,"San Diego","Seattle",30.00,21.00,,20.00,"n"
793,2014.00,4.00,"Sunday",12/30/1899 13:05:00,"San Diego","Jacksonville",33.00,14.00,,8.00,"n"
794,2014.00,5.00,"Sunday",12/30/1899 13:25:00,"San Diego","New York Jets",31.00,0.00,,18.00,"n"
795,2014.00,7.00,"Sunday",12/30/1899 13:05:00,"San Diego","Kansas City",20.00,23.00,,19.00,"y"
796,2014.00,11.00,"Sunday",12/30/1899 13:05:00,"San Diego","Oakland",13.00,6.00,,19.00,"y"
797,2014.00,12.00,"Sunday",12/30/1899 13:05:00,"San Diego","St. Louis",27.00,24.00,,19.00,"n"
798,2014.00,14.00,"Sunday",12/30/1899 17:30:00,"San Diego","New England",14.00,23.00,,17.00,"n"
799,2014.00,15.00,"Sunday",12/30/1899 13:05:00,"San Diego","Denver",10.00,22.00,,17.00,"y"
800,2015.00,1.00,"Sunday",12/30/1899 13:25:00,"San Diego","Detroit",33.00,28.00,,18.00,"n"
801,2015.00,4.00,"Sunday",12/30/1899 13:05:00,"San Diego","Cleveland",30.00,27.00,,14.00,"n"
802,2015.00,5.00,"Monday",12/30/1899 17:30:00,"San Diego","Pittsburgh",20.00,24.00,,13.00,"n"
803,2015.00,7.00,"Sunday",12/30/1899 13:05:00,"San Diego","Oakland",29.00,37.00,,13.00,"y"
804,2015.00,9.00,"Monday",12/30/1899 17:30:00,"San Diego","Chicago",19.00,22.00,,17.00,"n"
805,2015.00,11.00,"Sunday",12/30/1899 13:05:00,"San Diego","Kansas City",3.00,33.00,,8.00,"y"
806,2015.00,13.00,"Sunday",12/30/1899 13:05:00,"San Diego","Denver",3.00,17.00,,14.00,"y"
807,2015.00,15.00,"Sunday",12/30/1899 13:25:00,"San Diego","Miami",30.00,14.00,,36.00,"n"
808,2011.00,1.00,"Sunday",12/30/1899 13:15:00,"San Francisco","Seattle",33.00,17.00,,3.00,"y"
809,2011.00,2.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Dallas",24.00,27.00,"OT",4.00,"n"
810,2011.00,5.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Tampa Bay",48.00,3.00,,3.00,"n"
811,2011.00,8.00,"Sunday",12/30/1899 13:15:00,"San Francisco","Cleveland",20.00,10.00,,1.00,"n"
812,2011.00,10.00,"Sunday",12/30/1899 13:15:00,"San Francisco","New York Giants",27.00,20.00,,0.00,"n"
813,2011.00,11.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Arizona",23.00,7.00,,4.00,"y"
814,2011.00,13.00,"Sunday",12/30/1899 13:15:00,"San Francisco","St. Louis",26.00,0.00,,4.00,"y"
815,2011.00,15.00,"Monday",12/30/1899 17:30:00,"San Francisco","Pittsburgh",20.00,3.00,,10.00,"n"
816,2012.00,2.00,"Sunday",12/30/1899 17:20:00,"San Francisco","Detroit",27.00,19.00,,1.00,"n"
817,2012.00,5.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Buffalo",13.00,6.00,,7.00,"n"
818,2012.00,6.00,"Sunday",12/30/1899 13:25:00,"San Francisco","New York Giants",3.00,26.00,,2.00,"n"
819,2012.00,7.00,"Thursday",12/30/1899 17:30:00,"San Francisco","Seattle",13.00,6.00,,6.00,"y"
820,2012.00,10.00,"Sunday",12/30/1899 13:25:00,"San Francisco","St. Louis",24.00,24.00,"OT",8.00,"y"
821,2012.00,11.00,"Monday",12/30/1899 17:40:00,"San Francisco","Chicago",32.00,7.00,,1.00,"n"
822,2012.00,14.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Miami",27.00,13.00,,12.00,"n"
823,2012.00,17.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Arizona",27.00,13.00,,5.00,"y"
824,2013.00,1.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Green Bay",34.00,28.00,,5.00,"n"
825,2013.00,3.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Indianapolis",7.00,27.00,,6.00,"n"
826,2013.00,5.00,"Sunday",12/30/1899 17:30:00,"San Francisco","Houston",34.00,3.00,,1.00,"n"
827,2013.00,6.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Arizona",32.00,20.00,,6.00,"y"
828,2013.00,10.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Carolina",9.00,10.00,,1.00,"n"
829,2013.00,13.00,"Sunday",12/30/1899 13:05:00,"San Francisco","St. Louis",23.00,13.00,,3.00,"y"
830,2013.00,14.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Seattle",19.00,17.00,,6.00,"y"
831,2013.00,16.00,"Monday",12/30/1899 17:40:00,"San Francisco","Atlanta",34.00,24.00,,0.00,"n"
832,2014.00,2.00,"Sunday",12/30/1899 17:30:00,"San Francisco","Chicago",20.00,28.00,,35.00,"n"
833,2014.00,4.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Philadelphia",26.00,21.00,,20.00,"n"
834,2014.00,5.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Kansas City",22.00,17.00,,33.00,"n"
835,2014.00,9.00,"Sunday",12/30/1899 13:05:00,"San Francisco","St. Louis",10.00,13.00,,25.00,"y"
836,2014.00,12.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Washington",17.00,13.00,,24.00,"n"
837,2014.00,13.00,"Thursday",12/30/1899 17:30:00,"San Francisco","Seattle",3.00,19.00,,30.00,"y"
838,2014.00,16.00,"Saturday",12/30/1899 17:25:00,"San Francisco","San Diego",35.00,38.00,"OT",25.00,"n"
839,2014.00,17.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Arizona",20.00,17.00,,18.00,"y"
840,2015.00,1.00,"Monday",12/30/1899 19:20:00,"San Francisco","Minnesota",20.00,3.00,,28.00,"n"
841,2015.00,4.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Green Bay",3.00,17.00,,14.00,"n"
842,2015.00,6.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Baltimore",25.00,20.00,,24.00,"n"
843,2015.00,7.00,"Thursday",12/30/1899 17:25:00,"San Francisco","Seattle",3.00,20.00,,18.00,"y"
844,2015.00,9.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Atlanta",17.00,16.00,,22.00,"n"
845,2015.00,12.00,"Sunday",12/30/1899 13:05:00,"San Francisco","Arizona",13.00,19.00,,12.00,"y"
846,2015.00,15.00,"Sunday",12/30/1899 13:25:00,"San Francisco","Cincinnati",14.00,24.00,,9.00,"n"
847,2015.00,17.00,"Sunday",12/30/1899 13:25:00,"San Francisco","St. Louis",19.00,16.00,"OT",18.00,"y"
848,2011.00,3.00,"Sunday",12/30/1899 13:15:00,"Seattle","Arizona",13.00,10.00,,0.00,"y"
849,2011.00,4.00,"Sunday",12/30/1899 13:05:00,"Seattle","Atlanta",28.00,30.00,,0.00,"n"
850,2011.00,8.00,"Sunday",12/30/1899 13:15:00,"Seattle","Cincinnati",12.00,34.00,,0.00,"n"
851,2011.00,10.00,"Sunday",12/30/1899 13:05:00,"Seattle","Baltimore",22.00,17.00,,0.00,"n"
852,2011.00,12.00,"Sunday",12/30/1899 13:05:00,"Seattle","Washington",17.00,23.00,,0.00,"n"
853,2011.00,13.00,"Thursday",12/30/1899 17:20:00,"Seattle","Philadelphia",31.00,14.00,,1.00,"n"
854,2011.00,14.00,"Monday",12/30/1899 17:30:00,"Seattle","St. Louis",30.00,13.00,,0.00,"y"
855,2011.00,16.00,"Saturday",12/30/1899 13:15:00,"Seattle","San Francisco",17.00,19.00,,1.00,"y"
856,2012.00,2.00,"Sunday",12/30/1899 13:06:00,"Seattle","Dallas",27.00,7.00,,0.00,"n"
857,2012.00,3.00,"Monday",12/30/1899 17:41:00,"Seattle","Green Bay",14.00,12.00,,3.00,"n"
858,2012.00,6.00,"Sunday",12/30/1899 13:05:00,"Seattle","New England",24.00,23.00,,2.00,"n"
859,2012.00,9.00,"Sunday",12/30/1899 13:05:00,"Seattle","Minnesota",30.00,20.00,,5.00,"n"
860,2012.00,10.00,"Sunday",12/30/1899 13:05:00,"Seattle","New York Jets",28.00,7.00,,1.00,"n"
861,2012.00,14.00,"Sunday",12/30/1899 13:26:00,"Seattle","Arizona",58.00,0.00,,2.00,"y"
862,2012.00,16.00,"Sunday",12/30/1899 17:31:00,"Seattle","San Francisco",42.00,13.00,,4.00,"y"
863,2012.00,17.00,"Sunday",12/30/1899 13:26:00,"Seattle","St. Louis",20.00,13.00,,0.00,"y"
864,2013.00,2.00,"Sunday",12/30/1899 17:31:00,"Seattle","San Francisco",29.00,3.00,,2.00,"y"
865,2013.00,3.00,"Sunday",12/30/1899 13:26:00,"Seattle","Jacksonville",45.00,17.00,,1.00,"n"
866,2013.00,6.00,"Sunday",12/30/1899 13:06:00,"Seattle","Tennessee",20.00,13.00,,0.00,"n"
867,2013.00,9.00,"Sunday",12/30/1899 13:05:00,"Seattle","Tampa Bay",27.00,24.00,"OT",2.00,"n"
868,2013.00,11.00,"Sunday",12/30/1899 13:26:00,"Seattle","Minnesota",41.00,10.00,,0.00,"n"
869,2013.00,13.00,"Monday",12/30/1899 17:41:00,"Seattle","New Orleans",34.00,7.00,,1.00,"n"
870,2013.00,16.00,"Sunday",12/30/1899 13:06:00,"Seattle","Arizona",10.00,17.00,,1.00,"y"
871,2013.00,17.00,"Sunday",12/30/1899 13:26:00,"Seattle","St. Louis",27.00,9.00,,1.00,"y"
872,2014.00,1.00,"Thursday",12/30/1899 17:42:00,"Seattle","Green Bay",36.00,16.00,,0.00,"n"
873,2014.00,3.00,"Sunday",12/30/1899 13:25:00,"Seattle","Denver",26.00,20.00,"OT",1.00,"n"
874,2014.00,6.00,"Sunday",12/30/1899 13:26:00,"Seattle","Dallas",23.00,30.00,,0.00,"n"
875,2014.00,9.00,"Sunday",12/30/1899 13:26:00,"Seattle","Oakland",30.00,24.00,,0.00,"n"
876,2014.00,10.00,"Sunday",12/30/1899 13:26:00,"Seattle","New York Giants",38.00,17.00,,0.00,"n"
877,2014.00,12.00,"Sunday",12/30/1899 13:06:00,"Seattle","Arizona",19.00,3.00,,0.00,"y"
878,2014.00,15.00,"Sunday",12/30/1899 13:26:00,"Seattle","San Francisco",17.00,7.00,,1.00,"y"
879,2014.00,17.00,"Sunday",12/30/1899 13:27:00,"Seattle","St. Louis",20.00,6.00,,0.00,"y"
880,2015.00,3.00,"Sunday",12/30/1899 13:25:00,"Seattle","Chicago",26.00,0.00,,0.00,"n"
881,2015.00,4.00,"Monday",12/30/1899 17:30:00,"Seattle","Detroit",13.00,10.00,,1.00,"n"
882,2015.00,6.00,"Sunday",12/30/1899 13:05:00,"Seattle","Carolina",23.00,27.00,,1.00,"n"
883,2015.00,10.00,"Sunday",12/30/1899 17:30:00,"Seattle","Arizona",32.00,39.00,,1.00,"y"
884,2015.00,11.00,"Sunday",12/30/1899 13:25:00,"Seattle","San Francisco",29.00,13.00,,0.00,"y"
885,2015.00,12.00,"Sunday",12/30/1899 13:25:00,"Seattle","Pittsburgh",39.00,30.00,,0.00,"n"
886,2015.00,15.00,"Sunday",12/30/1899 13:05:00,"Seattle","Cleveland",30.00,13.00,,0.00,"n"
887,2015.00,16.00,"Sunday",12/30/1899 13:25:00,"Seattle","St. Louis",17.00,23.00,,0.00,"y"
888,2011.00,1.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Detroit",20.00,27.00,,0.00,"n"
889,2011.00,3.00,"Sunday",12/30/1899 16:15:00,"Tampa Bay","Atlanta",16.00,13.00,,2.00,"y"
890,2011.00,4.00,"Monday",12/30/1899 20:30:00,"Tampa Bay","Indianapolis",24.00,17.00,,1.00,"n"
891,2011.00,6.00,"Sunday",12/30/1899 16:15:00,"Tampa Bay","New Orleans",26.00,20.00,,1.00,"y"
892,2011.00,10.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Houston",9.00,37.00,,2.00,"n"
893,2011.00,13.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Carolina",19.00,38.00,,2.00,"y"
894,2011.00,15.00,"Saturday",12/30/1899 20:20:00,"Tampa Bay","Dallas",15.00,31.00,,2.00,"n"
895,2012.00,1.00,"Sunday",12/30/1899 16:25:00,"Tampa Bay","Carolina",16.00,10.00,,1.00,"y"
896,2012.00,4.00,"Sunday",12/30/1899 16:25:00,"Tampa Bay","Washington",22.00,24.00,,2.00,"n"
897,2012.00,6.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Kansas City",38.00,10.00,,0.00,"n"
898,2012.00,7.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","New Orleans",28.00,35.00,,1.00,"y"
899,2012.00,10.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","San Diego",34.00,24.00,,1.00,"n"
900,2012.00,12.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Atlanta",23.00,24.00,,2.00,"y"
901,2012.00,14.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Philadelphia",21.00,23.00,,1.00,"n"
902,2012.00,16.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","St. Louis",13.00,28.00,,0.00,"n"
903,2013.00,2.00,"Sunday",12/30/1899 16:05:00,"Tampa Bay","New Orleans",14.00,16.00,,2.00,"y"
904,2013.00,4.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Arizona",10.00,13.00,,0.00,"n"
905,2013.00,6.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Philadelphia",20.00,31.00,,2.00,"n"
906,2013.00,8.00,"Thursday",12/30/1899 20:25:00,"Tampa Bay","Carolina",13.00,31.00,,0.00,"y"
907,2013.00,10.00,"Monday",12/30/1899 20:40:00,"Tampa Bay","Miami",22.00,19.00,,1.00,"n"
908,2013.00,11.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Atlanta",41.00,28.00,,0.00,"y"
909,2013.00,14.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Buffalo",27.00,6.00,,2.00,"n"
910,2013.00,15.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","San Francisco",14.00,33.00,,1.00,"n"
911,2014.00,1.00,"Sunday",12/30/1899 16:25:00,"Tampa Bay","Carolina",14.00,20.00,,1.00,"y"
912,2014.00,2.00,"Sunday",12/30/1899 16:05:00,"Tampa Bay","St. Louis",17.00,19.00,,0.00,"n"
913,2014.00,6.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Baltimore",17.00,48.00,,0.00,"n"
914,2014.00,8.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Minnesota",13.00,19.00,"OT",0.00,"n"
915,2014.00,10.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Atlanta",17.00,27.00,,0.00,"y"
916,2014.00,13.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Cincinnati",13.00,14.00,,0.00,"n"
917,2014.00,16.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Green Bay",3.00,20.00,,1.00,"n"
918,2014.00,17.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","New Orleans",20.00,23.00,,0.00,"y"
919,2015.00,1.00,"Sunday",12/30/1899 16:25:00,"Tampa Bay","Tennessee",14.00,42.00,,1.00,"n"
920,2015.00,4.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Carolina",23.00,37.00,,0.00,"y"
921,2015.00,5.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Jacksonville",38.00,31.00,,1.00,"n"
922,2015.00,9.00,"Sunday",12/30/1899 16:05:00,"Tampa Bay","New York Giants",18.00,32.00,,0.00,"n"
923,2015.00,10.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Dallas",10.00,6.00,,1.00,"n"
924,2015.00,13.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Atlanta",23.00,19.00,,0.00,"y"
925,2015.00,14.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","New Orleans",17.00,24.00,,1.00,"y"
926,2015.00,16.00,"Sunday",12/30/1899 13:00:00,"Tampa Bay","Chicago",21.00,26.00,,1.00,"n"
927,2011.00,2.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Baltimore",26.00,13.00,,0.00,"n"
928,2011.00,3.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Denver",17.00,14.00,,0.00,"n"
929,2011.00,7.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Houston",7.00,41.00,,0.00,"y"
930,2011.00,8.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Indianapolis",27.00,10.00,,0.00,"y"
931,2011.00,9.00,"Sunday",12/30/1899 15:05:00,"Tennessee","Cincinnati",17.00,24.00,,1.00,"n"
932,2011.00,12.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Tampa Bay",23.00,17.00,,0.00,"n"
933,2011.00,14.00,"Sunday",12/30/1899 12:00:00,"Tennessee","New Orleans",17.00,22.00,,1.00,"n"
934,2011.00,16.00,"Saturday",12/30/1899 12:00:00,"Tennessee","Jacksonville",23.00,17.00,,2.00,"y"
935,2012.00,1.00,"Sunday",12/30/1899 12:00:00,"Tennessee","New England",13.00,34.00,,0.00,"n"
936,2012.00,3.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Detroit",44.00,41.00,"OT",1.00,"n"
937,2012.00,6.00,"Thursday",12/30/1899 19:20:00,"Tennessee","Pittsburgh",26.00,23.00,,3.00,"n"
938,2012.00,8.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Indianapolis",13.00,19.00,"OT",0.00,"y"
939,2012.00,9.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Chicago",20.00,51.00,,0.00,"n"
940,2012.00,13.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Houston",10.00,24.00,,0.00,"y"
941,2012.00,15.00,"Monday",12/30/1899 19:30:00,"Tennessee","New York Jets",14.00,10.00,,4.00,"n"
942,2012.00,17.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Jacksonville",38.00,20.00,,0.00,"y"
943,2013.00,3.00,"Sunday",12/30/1899 12:00:00,"Tennessee","San Diego",20.00,17.00,,1.00,"n"
944,2013.00,4.00,"Sunday",12/30/1899 15:05:00,"Tennessee","New York Jets",38.00,13.00,,0.00,"n"
945,2013.00,5.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Kansas City",17.00,26.00,,0.00,"n"
946,2013.00,7.00,"Sunday",12/30/1899 15:05:00,"Tennessee","San Francisco",17.00,31.00,,3.00,"n"
947,2013.00,10.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Jacksonville",27.00,29.00,,0.00,"y"
948,2013.00,11.00,"Thursday",12/30/1899 19:25:00,"Tennessee","Indianapolis",27.00,30.00,,3.00,"y"
949,2013.00,15.00,"Sunday",12/30/1899 15:25:00,"Tennessee","Arizona",37.00,37.00,"OT",7.00,"n"
950,2013.00,17.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Houston",16.00,10.00,,0.00,"y"
951,2014.00,2.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Dallas",10.00,26.00,,0.00,"n"
952,2014.00,5.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Cleveland",28.00,29.00,,6.00,"n"
953,2014.00,6.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Jacksonville",16.00,14.00,,8.00,"y"
954,2014.00,8.00,"Sunday",12/30/1899 12:00:00,"Tennessee","Houston",16.00,30.00,,0.00,"y"
955,2014.00,11.00,"Monday",12/30/1899 19:30:00,"Tennessee","Pittsburgh",24.00,27.00,,1.00,"n"
956,2014.00,14.00,"Sunday",12/30/1899 12:00:00,"Tennessee","New York Giants",7.00,36.00,,0.00,"n"
957,2014.00,15.00,"Sunday",12/30/1899 15:05:00,"Tennessee","New York Jets",11.00,16.00,,2.00,"n"
