"ID","season","week_num","day_of_week","gametime_local","home_team","away_team","home_score","away_score","OT_flag","arrests","division_game"
490,2014.00,13.00,"Sunday",12/30/1899 19:30:00,"Kansas City","Denver",16.00,29.00,,5.00,"y"
491,2014.00,15.00,"Sunday",12/30/1899 12:00:00,"Kansas City","Oakland",31.00,13.00,,8.00,"y"
492,2014.00,17.00,"Sunday",12/30/1899 12:00:00,"Kansas City","San Diego",19.00,7.00,,3.00,"y"
493,2015.00,2.00,"Thursday",12/30/1899 19:30:00,"Kansas City","Denver",24.00,31.00,,2.00,"y"
494,2015.00,5.00,"Sunday",12/30/1899 12:00:00,"Kansas City","Chicago",17.00,18.00,,0.00,"n"
495,2015.00,7.00,"Sunday",12/30/1899 12:00:00,"Kansas City","Pittsburgh",23.00,13.00,,1.00,"n"
496,2015.00,12.00,"Sunday",12/30/1899 12:00:00,"Kansas City","Buffalo",30.00,22.00,,0.00,"n"
497,2015.00,14.00,"Sunday",12/30/1899 12:00:00,"Kansas City","San Diego",10.00,3.00,,1.00,"y"
498,2015.00,16.00,"Sunday",12/30/1899 12:00:00,"Kansas City","Cleveland",17.00,13.00,,0.00,"n"
499,2015.00,17.00,"Sunday",12/30/1899 15:25:00,"Kansas City","Oakland",23.00,17.00,,2.00,"y"
500,2012.00,2.00,"Sunday",12/30/1899 13:02:00,"Miami","Oakland",35.00,13.00,,1.00,"n"
501,2012.00,3.00,"Sunday",12/30/1899 13:00:00,"Miami","New York Jets",20.00,23.00,,4.00,"y"
502,2012.00,6.00,"Sunday",12/30/1899 13:00:00,"Miami","St. Louis",17.00,14.00,,0.00,"n"
503,2012.00,10.00,"Sunday",12/30/1899 13:00:00,"Miami","Tennessee",3.00,37.00,,3.00,"n"
504,2012.00,12.00,"Sunday",12/30/1899 13:00:00,"Miami","Seattle",24.00,21.00,,0.00,"n"
505,2012.00,13.00,"Sunday",12/30/1899 13:00:00,"Miami","New England",16.00,23.00,,4.00,"y"
506,2012.00,15.00,"Sunday",12/30/1899 13:00:00,"Miami","Jacksonville",24.00,3.00,,2.00,"n"
507,2012.00,16.00,"Sunday",12/30/1899 13:00:00,"Miami","Buffalo",24.00,10.00,,5.00,"y"
508,2013.00,3.00,"Sunday",12/30/1899 16:05:00,"Miami","Atlanta",27.00,23.00,,3.00,"n"
509,2013.00,5.00,"Sunday",12/30/1899 13:00:00,"Miami","Baltimore",23.00,26.00,,0.00,"n"
510,2013.00,7.00,"Sunday",12/30/1899 13:00:00,"Miami","Buffalo",21.00,23.00,,0.00,"y"
511,2013.00,9.00,"Thursday",12/30/1899 20:25:00,"Miami","Cincinnati",22.00,20.00,"OT",0.00,"n"
512,2013.00,11.00,"Sunday",12/30/1899 16:05:00,"Miami","San Diego",20.00,16.00,,4.00,"n"
513,2013.00,12.00,"Sunday",12/30/1899 13:00:00,"Miami","Carolina",16.00,20.00,,3.00,"n"
514,2013.00,15.00,"Sunday",12/30/1899 13:00:00,"Miami","New England",24.00,20.00,,1.00,"y"
515,2013.00,17.00,"Sunday",12/30/1899 13:00:00,"Miami","New York Jets",7.00,20.00,,3.00,"y"
516,2014.00,1.00,"Sunday",12/30/1899 13:00:00,"Miami","New England",33.00,20.00,,2.00,"y"
517,2014.00,3.00,"Sunday",12/30/1899 16:25:00,"Miami","Kansas City",14.00,34.00,,4.00,"n"
518,2014.00,6.00,"Sunday",12/30/1899 13:00:00,"Miami","Green Bay",24.00,27.00,,4.00,"n"
519,2014.00,9.00,"Sunday",12/30/1899 13:00:00,"Miami","San Diego",37.00,0.00,,5.00,"n"
520,2014.00,11.00,"Thursday",12/30/1899 20:25:00,"Miami","Buffalo",22.00,9.00,,4.00,"y"
521,2014.00,14.00,"Sunday",12/30/1899 13:00:00,"Miami","Baltimore",13.00,28.00,,1.00,"n"
522,2014.00,16.00,"Sunday",12/30/1899 13:00:00,"Miami","Minnesota",37.00,35.00,,2.00,"n"
523,2014.00,17.00,"Sunday",12/30/1899 13:00:00,"Miami","New York Jets",24.00,37.00,,7.00,"y"
524,2015.00,3.00,"Sunday",12/30/1899 16:25:00,"Miami","Buffalo",14.00,41.00,,5.00,"y"
525,2015.00,7.00,"Sunday",12/30/1899 13:00:00,"Miami","Houston",44.00,26.00,,1.00,"n"
526,2015.00,11.00,"Sunday",12/30/1899 13:00:00,"Miami","Dallas",14.00,24.00,,1.00,"n"
527,2015.00,13.00,"Sunday",12/30/1899 13:00:00,"Miami","Baltimore",15.00,13.00,,2.00,"n"
528,2015.00,14.00,"Monday",12/30/1899 20:30:00,"Miami","New York Giants",24.00,31.00,,2.00,"n"
529,2015.00,16.00,"Sunday",12/30/1899 13:00:00,"Miami","Indianapolis",12.00,18.00,,0.00,"n"
530,2015.00,17.00,"Sunday",12/30/1899 13:00:00,"Miami","New England",20.00,10.00,,1.00,"y"
531,2011.00,2.00,"Sunday",12/30/1899 16:15:00,"New England","San Diego",35.00,21.00,,4.00,"n"
532,2011.00,5.00,"Sunday",12/30/1899 16:15:00,"New England","New York Jets",30.00,21.00,,6.00,"y"
533,2011.00,6.00,"Sunday",12/30/1899 16:15:00,"New England","Dallas",20.00,16.00,,7.00,"n"
534,2011.00,9.00,"Sunday",12/30/1899 16:15:00,"New England","New York Giants",20.00,24.00,,2.00,"n"
535,2011.00,11.00,"Monday",12/30/1899 20:30:00,"New England","Kansas City",34.00,3.00,,12.00,"n"
536,2011.00,13.00,"Sunday",12/30/1899 13:00:00,"New England","Indianapolis",31.00,24.00,,6.00,"n"
537,2011.00,16.00,"Saturday",12/30/1899 13:00:00,"New England","Miami",27.00,24.00,,3.00,"y"
538,2011.00,17.00,"Sunday",12/30/1899 13:00:00,"New England","Buffalo",49.00,21.00,,1.00,"y"
539,2012.00,2.00,"Sunday",12/30/1899 13:00:00,"New England","Arizona",18.00,20.00,,9.00,"n"
540,2012.00,5.00,"Sunday",12/30/1899 16:25:00,"New England","Denver",31.00,21.00,,6.00,"n"
541,2012.00,7.00,"Sunday",12/30/1899 16:25:00,"New England","New York Jets",29.00,26.00,"OT",4.00,"y"
542,2012.00,10.00,"Sunday",12/30/1899 13:00:00,"New England","Buffalo",37.00,31.00,,5.00,"y"
543,2012.00,11.00,"Sunday",12/30/1899 16:25:00,"New England","Indianapolis",59.00,24.00,,3.00,"n"
544,2012.00,14.00,"Monday",12/30/1899 20:30:00,"New England","Houston",42.00,14.00,,7.00,"n"
545,2012.00,15.00,"Sunday",12/30/1899 20:20:00,"New England","San Francisco",34.00,41.00,,7.00,"n"
546,2012.00,17.00,"Sunday",12/30/1899 16:25:00,"New England","Miami",28.00,0.00,,2.00,"y"
547,2013.00,2.00,"Thursday",12/30/1899 20:25:00,"New England","New York Jets",13.00,10.00,,14.00,"y"
548,2013.00,3.00,"Sunday",12/30/1899 13:00:00,"New England","Tampa Bay",23.00,3.00,,1.00,"n"
549,2013.00,6.00,"Sunday",12/30/1899 16:25:00,"New England","New Orleans",30.00,27.00,,6.00,"n"
550,2013.00,8.00,"Sunday",12/30/1899 13:00:00,"New England","Miami",27.00,17.00,,1.00,"y"
551,2013.00,9.00,"Sunday",12/30/1899 16:25:00,"New England","Pittsburgh",55.00,31.00,,2.00,"n"
552,2013.00,12.00,"Sunday",12/30/1899 20:30:00,"New England","Denver",34.00,31.00,"OT",4.00,"n"
553,2013.00,14.00,"Sunday",12/30/1899 13:00:00,"New England","Cleveland",27.00,26.00,,5.00,"n"
554,2013.00,17.00,"Sunday",12/30/1899 16:25:00,"New England","Buffalo",34.00,20.00,,4.00,"y"
555,2014.00,3.00,"Sunday",12/30/1899 13:00:00,"New England","Oakland",16.00,9.00,,7.00,"n"
556,2014.00,5.00,"Sunday",12/30/1899 20:30:00,"New England","Cincinnati",43.00,17.00,,7.00,"n"
557,2014.00,7.00,"Thursday",12/30/1899 20:30:00,"New England","New York Jets",27.00,25.00,,7.00,"y"
558,2014.00,8.00,"Sunday",12/30/1899 13:00:00,"New England","Chicago",51.00,23.00,,6.00,"n"
559,2014.00,9.00,"Sunday",12/30/1899 16:25:00,"New England","Denver",43.00,21.00,,1.00,"n"
560,2014.00,12.00,"Sunday",12/30/1899 13:00:00,"New England","Detroit",34.00,9.00,,2.00,"n"
561,2014.00,15.00,"Sunday",12/30/1899 13:00:00,"New England","Miami",41.00,13.00,,6.00,"y"
562,2014.00,17.00,"Sunday",12/30/1899 13:00:00,"New England","Buffalo",9.00,17.00,,2.00,"y"
563,2015.00,1.00,"Thursday",12/30/1899 20:30:00,"New England","Pittsburgh",28.00,21.00,,4.00,"n"
564,2015.00,3.00,"Sunday",12/30/1899 13:00:00,"New England","Jacksonville",51.00,17.00,,0.00,"n"
565,2015.00,7.00,"Sunday",12/30/1899 13:00:00,"New England","New York Jets",30.00,23.00,,3.00,"y"
566,2015.00,8.00,"Thursday",12/30/1899 20:25:00,"New England","Miami",36.00,7.00,,6.00,"y"
567,2015.00,9.00,"Sunday",12/30/1899 13:00:00,"New England","Washington",27.00,10.00,,2.00,"n"
568,2015.00,11.00,"Monday",12/30/1899 20:30:00,"New England","Buffalo",20.00,13.00,,9.00,"y"
569,2015.00,13.00,"Sunday",12/30/1899 16:25:00,"New England","Philadelphia",28.00,35.00,,3.00,"n"
570,2015.00,15.00,"Sunday",12/30/1899 13:00:00,"New England","Tennessee",33.00,16.00,,2.00,"n"
571,2011.00,2.00,"Monday",12/30/1899 20:30:00,"New York Giants","St. Louis",28.00,16.00,,18.00,"n"
572,2011.00,5.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Seattle",25.00,36.00,,15.00,"n"
573,2011.00,6.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Buffalo",27.00,24.00,,19.00,"n"
574,2011.00,8.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Miami",20.00,17.00,,23.00,"n"
575,2011.00,11.00,"Sunday",12/30/1899 20:20:00,"New York Giants","Philadelphia",10.00,17.00,,26.00,"y"
576,2011.00,13.00,"Sunday",12/30/1899 16:15:00,"New York Giants","Green Bay",35.00,38.00,,35.00,"n"
577,2011.00,15.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Washington",10.00,23.00,,31.00,"y"
578,2011.00,17.00,"Sunday",12/30/1899 20:20:00,"New York Giants","Dallas",31.00,14.00,,21.00,"y"
579,2012.00,1.00,"Wednesday",12/30/1899 20:20:00,"New York Giants","Dallas",17.00,24.00,,39.00,"y"
580,2012.00,2.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Tampa Bay",41.00,34.00,,6.00,"n"
581,2012.00,5.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Cleveland",41.00,27.00,,12.00,"n"
582,2012.00,7.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Washington",27.00,23.00,,16.00,"y"
583,2012.00,9.00,"Sunday",12/30/1899 16:25:00,"New York Giants","Pittsburgh",20.00,24.00,,20.00,"n"
584,2012.00,12.00,"Sunday",12/30/1899 20:20:00,"New York Giants","Green Bay",38.00,10.00,,23.00,"n"
585,2012.00,14.00,"Sunday",12/30/1899 16:25:00,"New York Giants","New Orleans",52.00,27.00,,14.00,"n"
586,2012.00,17.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Philadelphia",42.00,7.00,,15.00,"y"
587,2013.00,2.00,"Sunday",12/30/1899 16:25:00,"New York Giants","Denver",23.00,41.00,,21.00,"n"
588,2013.00,5.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Philadelphia",21.00,36.00,,12.00,"y"
589,2013.00,7.00,"Monday",12/30/1899 20:40:00,"New York Giants","Minnesota",23.00,7.00,,19.00,"n"
590,2013.00,10.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Oakland",24.00,20.00,,29.00,"n"
591,2013.00,11.00,"Sunday",12/30/1899 16:25:00,"New York Giants","Green Bay",27.00,13.00,,16.00,"n"
592,2013.00,12.00,"Sunday",12/30/1899 16:25:00,"New York Giants","Dallas",21.00,24.00,,46.00,"y"
593,2013.00,15.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Seattle",0.00,23.00,,29.00,"n"
594,2013.00,17.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Washington",20.00,6.00,,10.00,"y"
595,2014.00,2.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Arizona",14.00,25.00,,16.00,"n"
596,2014.00,3.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Houston",30.00,17.00,,22.00,"n"
597,2014.00,5.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Atlanta",30.00,20.00,,24.00,"n"
598,2014.00,9.00,"Monday",12/30/1899 20:30:00,"New York Giants","Indianapolis",24.00,40.00,,20.00,"n"
599,2014.00,11.00,"Sunday",12/30/1899 13:00:00,"New York Giants","San Francisco",10.00,16.00,,23.00,"n"
600,2014.00,12.00,"Sunday",12/30/1899 20:30:00,"New York Giants","Dallas",28.00,31.00,,33.00,"y"
601,2014.00,15.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Washington",24.00,13.00,,9.00,"y"
602,2014.00,17.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Philadelphia",26.00,34.00,,28.00,"y"
603,2015.00,2.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Atlanta",20.00,24.00,,18.00,"n"
604,2015.00,3.00,"Thursday",12/30/1899 20:25:00,"New York Giants","Washington",32.00,21.00,,24.00,"y"
605,2015.00,5.00,"Sunday",12/30/1899 20:30:00,"New York Giants","San Francisco",30.00,27.00,,26.00,"n"
606,2015.00,7.00,"Sunday",12/30/1899 16:25:00,"New York Giants","Dallas",27.00,20.00,,35.00,"y"
607,2015.00,10.00,"Sunday",12/30/1899 16:25:00,"New York Giants","New England",26.00,27.00,,22.00,"n"
608,2015.00,13.00,"Sunday",12/30/1899 13:00:00,"New York Giants","New York Jets",20.00,23.00,"OT",39.00,"n"
609,2015.00,15.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Carolina",35.00,38.00,,31.00,"n"
610,2015.00,17.00,"Sunday",12/30/1899 13:00:00,"New York Giants","Philadelphia",30.00,35.00,,14.00,"y"
611,2011.00,1.00,"Sunday",12/30/1899 20:20:00,"New York Jets","Dallas",27.00,24.00,,34.00,"n"
612,2011.00,2.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Jacksonville",32.00,3.00,,23.00,"n"
613,2011.00,6.00,"Monday",12/30/1899 20:30:00,"New York Jets","Miami",24.00,6.00,,28.00,"y"
614,2011.00,7.00,"Sunday",12/30/1899 13:00:00,"New York Jets","San Diego",27.00,21.00,,20.00,"n"
615,2011.00,10.00,"Sunday",12/30/1899 20:20:00,"New York Jets","New England",16.00,37.00,,30.00,"y"
616,2011.00,12.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Buffalo",28.00,24.00,,12.00,"y"
617,2011.00,14.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Kansas City",37.00,10.00,,14.00,"n"
618,2011.00,16.00,"Saturday",12/30/1899 13:00:00,"New York Jets","New York Giants",14.00,29.00,,31.00,"n"
619,2012.00,1.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Buffalo",48.00,28.00,,22.00,"y"
620,2012.00,4.00,"Sunday",12/30/1899 13:00:00,"New York Jets","San Francisco",0.00,34.00,,18.00,"n"
621,2012.00,5.00,"Monday",12/30/1899 20:30:00,"New York Jets","Houston",17.00,23.00,,15.00,"n"
622,2012.00,6.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Indianapolis",35.00,9.00,,10.00,"n"
623,2012.00,8.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Miami",9.00,30.00,,16.00,"y"
624,2012.00,12.00,"Thursday",12/30/1899 20:20:00,"New York Jets","New England",19.00,49.00,,38.00,"y"
625,2012.00,14.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Arizona",7.00,6.00,,11.00,"n"
626,2012.00,16.00,"Sunday",12/30/1899 13:00:00,"New York Jets","San Diego",17.00,27.00,,18.00,"n"
627,2013.00,1.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Tampa Bay",18.00,17.00,,17.00,"n"
628,2013.00,3.00,"Sunday",12/30/1899 16:25:00,"New York Jets","Buffalo",27.00,20.00,,22.00,"y"
629,2013.00,6.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Pittsburgh",6.00,19.00,,20.00,"n"
630,2013.00,7.00,"Sunday",12/30/1899 13:00:00,"New York Jets","New England",30.00,27.00,"OT",29.00,"y"
631,2013.00,9.00,"Sunday",12/30/1899 13:00:00,"New York Jets","New Orleans",26.00,20.00,,11.00,"n"
632,2013.00,13.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Miami",3.00,23.00,,26.00,"y"
633,2013.00,14.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Oakland",37.00,27.00,,8.00,"n"
634,2013.00,16.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Cleveland",24.00,13.00,,10.00,"n"
635,2014.00,1.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Oakland",19.00,14.00,,12.00,"n"
636,2014.00,3.00,"Monday",12/30/1899 20:30:00,"New York Jets","Chicago",19.00,27.00,,27.00,"n"
637,2014.00,4.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Detroit",17.00,24.00,,22.00,"n"
638,2014.00,6.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Denver",17.00,31.00,,18.00,"n"
639,2014.00,8.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Buffalo",23.00,43.00,,25.00,"y"
640,2014.00,10.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Pittsburgh",20.00,13.00,,14.00,"n"
641,2014.00,13.00,"Monday",12/30/1899 20:30:00,"New York Jets","Miami",13.00,16.00,,20.00,"y"
642,2014.00,16.00,"Sunday",12/30/1899 13:00:00,"New York Jets","New England",16.00,17.00,,28.00,"y"
643,2015.00,1.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Cleveland",31.00,10.00,,7.00,"n"
644,2015.00,3.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Philadelphia",17.00,24.00,,26.00,"n"
645,2015.00,6.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Washington",34.00,20.00,,28.00,"n"
646,2015.00,9.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Jacksonville",28.00,23.00,,15.00,"n"
647,2015.00,10.00,"Thursday",12/30/1899 20:25:00,"New York Jets","Buffalo",17.00,22.00,,44.00,"y"
648,2015.00,12.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Miami",38.00,20.00,,27.00,"y"
649,2015.00,14.00,"Sunday",12/30/1899 13:00:00,"New York Jets","Tennessee",30.00,8.00,,30.00,"n"
650,2015.00,16.00,"Sunday",12/30/1899 13:00:00,"New York Jets","New England",26.00,20.00,"OT",32.00,"y"
651,2011.00,3.00,"Sunday",12/30/1899 13:05:00,"Oakland","New York Jets",34.00,24.00,,12.00,"n"
652,2011.00,4.00,"Sunday",12/30/1899 13:15:00,"Oakland","New England",19.00,31.00,,15.00,"n"
653,2011.00,6.00,"Sunday",12/30/1899 13:05:00,"Oakland","Cleveland",24.00,17.00,,7.00,"n"
654,2011.00,7.00,"Sunday",12/30/1899 13:05:00,"Oakland","Kansas City",0.00,28.00,,12.00,"y"
655,2011.00,9.00,"Sunday",12/30/1899 13:05:00,"Oakland","Denver",24.00,38.00,,28.00,"y"
656,2011.00,12.00,"Sunday",12/30/1899 13:05:00,"Oakland","Chicago",25.00,20.00,,15.00,"n"
657,2011.00,15.00,"Sunday",12/30/1899 13:05:00,"Oakland","Detroit",27.00,28.00,,19.00,"n"
658,2011.00,17.00,"Sunday",12/30/1899 13:15:00,"Oakland","San Diego",26.00,38.00,,19.00,"y"
659,2012.00,1.00,"Monday",12/30/1899 19:15:00,"Oakland","San Diego",14.00,22.00,,17.00,"y"
660,2012.00,3.00,"Sunday",12/30/1899 13:25:00,"Oakland","Pittsburgh",34.00,31.00,,25.00,"n"
661,2012.00,7.00,"Sunday",12/30/1899 13:25:00,"Oakland","Jacksonville",26.00,23.00,"OT",16.00,"n"
662,2012.00,9.00,"Sunday",12/30/1899 13:05:00,"Oakland","Tampa Bay",32.00,42.00,,17.00,"n"
663,2012.00,11.00,"Sunday",12/30/1899 13:05:00,"Oakland","New Orleans",17.00,38.00,,19.00,"n"
664,2012.00,13.00,"Sunday",12/30/1899 13:25:00,"Oakland","Cleveland",17.00,20.00,,7.00,"n"
665,2012.00,14.00,"Thursday",12/30/1899 17:20:00,"Oakland","Denver",13.00,26.00,,24.00,"y"
666,2012.00,15.00,"Sunday",12/30/1899 13:25:00,"Oakland","Kansas City",0.00,15.00,,8.00,"y"
667,2013.00,2.00,"Sunday",12/30/1899 13:25:00,"Oakland","Jacksonville",19.00,9.00,,10.00,"n"
668,2013.00,4.00,"Sunday",12/30/1899 13:25:00,"Oakland","Washington",14.00,24.00,,15.00,"n"
669,2013.00,5.00,"Sunday",12/30/1899 20:35:00,"Oakland","San Diego",27.00,17.00,,20.00,"y"
670,2013.00,8.00,"Sunday",12/30/1899 13:05:00,"Oakland","Pittsburgh",21.00,18.00,,14.00,"n"
671,2013.00,9.00,"Sunday",12/30/1899 13:05:00,"Oakland","Philadelphia",20.00,49.00,,13.00,"n"
672,2013.00,12.00,"Sunday",12/30/1899 13:05:00,"Oakland","Tennessee",19.00,23.00,,20.00,"n"
673,2013.00,15.00,"Sunday",12/30/1899 13:05:00,"Oakland","Kansas City",31.00,56.00,,21.00,"y"
674,2013.00,17.00,"Sunday",12/30/1899 13:25:00,"Oakland","Denver",14.00,34.00,,10.00,"y"
675,2014.00,2.00,"Sunday",12/30/1899 13:25:00,"Oakland","Houston",14.00,30.00,,18.00,"n"
676,2014.00,6.00,"Sunday",12/30/1899 13:05:00,"Oakland","San Diego",28.00,31.00,,30.00,"y"
677,2014.00,7.00,"Sunday",12/30/1899 13:25:00,"Oakland","Arizona",13.00,24.00,,25.00,"n"
678,2014.00,14.00,"Sunday",12/30/1899 13:25:00,"Oakland","San Francisco",24.00,13.00,,49.00,"n"
679,2014.00,16.00,"Sunday",12/30/1899 13:25:00,"Oakland","Buffalo",26.00,24.00,,21.00,"n"
680,2015.00,1.00,"Sunday",12/30/1899 13:25:00,"Oakland","Cincinnati",13.00,33.00,,11.00,"n"
681,2015.00,2.00,"Sunday",12/30/1899 13:05:00,"Oakland","Baltimore",37.00,33.00,,18.00,"n"
682,2015.00,5.00,"Sunday",12/30/1899 13:25:00,"Oakland","Denver",10.00,16.00,,21.00,"y"
683,2015.00,8.00,"Sunday",12/30/1899 13:05:00,"Oakland","New York Jets",34.00,20.00,,16.00,"n"
684,2015.00,10.00,"Sunday",12/30/1899 13:05:00,"Oakland","Minnesota",14.00,30.00,,22.00,"n"
685,2015.00,13.00,"Sunday",12/30/1899 13:05:00,"Oakland","Kansas City",20.00,34.00,,19.00,"y"
686,2015.00,15.00,"Sunday",12/30/1899 13:05:00,"Oakland","Green Bay",20.00,30.00,,15.00,"n"
687,2015.00,16.00,"Thursday",12/30/1899 17:25:00,"Oakland","San Diego",23.00,20.00,,10.00,"y"
688,2011.00,3.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","New York Giants",16.00,29.00,,2.00,"y"
689,2011.00,4.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","San Francisco",23.00,24.00,,5.00,"n"
690,2011.00,8.00,"Sunday",12/30/1899 20:20:00,"Philadelphia","Dallas",34.00,7.00,,5.00,"y"
691,2011.00,9.00,"Monday",12/30/1899 20:30:00,"Philadelphia","Chicago",24.00,30.00,,2.00,"n"
692,2011.00,10.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Arizona",17.00,21.00,,2.00,"n"
693,2011.00,12.00,"Sunday",12/30/1899 16:15:00,"Philadelphia","New England",20.00,38.00,,2.00,"n"
694,2011.00,15.00,"Sunday",12/30/1899 16:15:00,"Philadelphia","New York Jets",45.00,19.00,,1.00,"n"
695,2011.00,17.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Washington",34.00,10.00,,2.00,"y"
696,2012.00,2.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Baltimore",24.00,23.00,,2.00,"n"
697,2012.00,4.00,"Sunday",12/30/1899 20:20:00,"Philadelphia","New York Giants",19.00,17.00,,6.00,"y"
698,2012.00,6.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Detroit",23.00,26.00,"OT",1.00,"n"
699,2012.00,8.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Atlanta",17.00,30.00,,0.00,"n"
700,2012.00,10.00,"Sunday",12/30/1899 16:25:00,"Philadelphia","Dallas",23.00,38.00,,4.00,"y"
701,2012.00,12.00,"Monday",12/30/1899 20:30:00,"Philadelphia","Carolina",22.00,30.00,,1.00,"n"
702,2012.00,15.00,"Thursday",12/30/1899 20:20:00,"Philadelphia","Cincinnati",13.00,34.00,,1.00,"n"
703,2012.00,16.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Washington",20.00,27.00,,1.00,"y"
704,2013.00,2.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","San Diego",30.00,33.00,,2.00,"n"
705,2013.00,3.00,"Thursday",12/30/1899 20:25:00,"Philadelphia","Kansas City",16.00,26.00,,2.00,"n"
706,2013.00,7.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Dallas",3.00,17.00,,1.00,"y"
707,2013.00,8.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","New York Giants",7.00,15.00,,18.00,"y"
708,2013.00,11.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Washington",24.00,16.00,,3.00,"y"
709,2013.00,13.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Arizona",24.00,21.00,,3.00,"n"
710,2013.00,14.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Detroit",34.00,20.00,,10.00,"n"
711,2013.00,16.00,"Sunday",12/30/1899 20:30:00,"Philadelphia","Chicago",54.00,11.00,,12.00,"n"
712,2014.00,1.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Jacksonville",34.00,17.00,,3.00,"n"
713,2014.00,3.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Washington",37.00,34.00,,3.00,"y"
714,2014.00,5.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","St. Louis",34.00,28.00,,1.00,"n"
715,2014.00,6.00,"Sunday",12/30/1899 20:30:00,"Philadelphia","New York Giants",27.00,0.00,,1.00,"y"
716,2014.00,10.00,"Monday",12/30/1899 20:30:00,"Philadelphia","Carolina",45.00,21.00,,1.00,"n"
717,2014.00,12.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Tennessee",43.00,24.00,,5.00,"n"
718,2014.00,14.00,"Sunday",12/30/1899 16:25:00,"Philadelphia","Seattle",14.00,24.00,,2.00,"n"
719,2014.00,15.00,"Sunday",12/30/1899 20:30:00,"Philadelphia","Dallas",27.00,38.00,,4.00,"y"
720,2015.00,2.00,"Sunday",12/30/1899 16:25:00,"Philadelphia","Dallas",10.00,20.00,,5.00,"y"
721,2015.00,5.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","New Orleans",39.00,17.00,,0.00,"n"
722,2015.00,6.00,"Monday",12/30/1899 20:30:00,"Philadelphia","New York Giants",27.00,7.00,,2.00,"y"
723,2015.00,10.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Miami",19.00,20.00,,2.00,"n"
724,2015.00,11.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Tampa Bay",17.00,45.00,,0.00,"n"
725,2015.00,14.00,"Sunday",12/30/1899 13:00:00,"Philadelphia","Buffalo",23.00,20.00,,1.00,"n"
726,2015.00,15.00,"Sunday",12/30/1899 20:30:00,"Philadelphia","Arizona",17.00,40.00,,5.00,"n"
