"name","year","team","league","goose_eggs","broken_eggs","mehs","league_average_gpct","ppf","replacement_gpct","gwar","key_retro"
"Cactus Keck",1922.00,"CIN","NL",3.00,0.00,0.00,0.75,97.00,0.71,0.43,"keckc101"
"Tom Sullivan",1922.00,"PHI","NL",0.00,0.00,0.00,0.73,113.00,0.69,,"sullt103"
"Tony Kaufmann",1922.00,"CHN","NL",14.00,4.00,2.00,0.74,102.00,0.71,0.60,"kauft101"
"Al Mamaux",1922.00,"BRO","NL",6.00,3.00,3.00,0.75,100.00,0.71,-0.22,"mamaa101"
"Johnny Morrison",1922.00,"PIT","NL",10.00,2.00,0.00,0.75,100.00,0.71,0.73,"morrj105"
"Red Causey",1922.00,"NY1","NL",4.00,5.00,0.00,0.75,98.00,0.71,-1.28,"causr101"
"Hal Carlson",1922.00,"PIT","NL",6.00,4.00,3.00,0.75,100.00,0.71,-0.60,"carlh101"
"Virgil Barnes",1922.00,"NY1","NL",2.00,0.00,0.00,0.75,98.00,0.71,0.29,"barnv101"
"Epp Sell",1922.00,"SLN","NL",0.00,0.00,0.00,0.75,94.00,0.72,,"selle101"
"Jesse Haines",1922.00,"SLN","NL",0.00,1.00,0.00,0.75,94.00,0.72,-0.37,"hainj101"
"Sherry Smith",1922.00,"BRO","NL",5.00,3.00,2.00,0.75,100.00,0.71,-0.37,"smits102"
"Gene Lansing",1922.00,"BSN","NL",0.00,1.00,0.00,0.75,97.00,0.71,-0.37,"lansg101"
"Jesse Barnes",1922.00,"NY1","NL",1.00,1.00,0.00,0.75,98.00,0.71,-0.22,"barnj102"
"Jeff Pfeffer",1922.00,"SLN","NL",1.00,0.00,1.00,0.75,94.00,0.72,0.14,"pfefj101"
"Eddie Dyer",1922.00,"SLN","NL",0.00,0.00,0.00,0.75,94.00,0.72,,"dyere101"
"Wilbur Cooper",1922.00,"PIT","NL",2.00,1.00,1.00,0.75,100.00,0.71,-0.07,"coopw101"
"Lefty Weinert",1922.00,"PHI","NL",0.00,0.00,0.00,0.73,113.00,0.69,,"weinl101"
"Leon Cadore",1922.00,"BRO","NL",4.00,1.00,0.00,0.75,100.00,0.71,0.21,"cadol101"
"Claude Jonnard",1922.00,"NY1","NL",8.00,1.00,3.00,0.75,98.00,0.71,0.79,"jonnc101"
"Johnny Cooney",1922.00,"BSN","NL",0.00,0.00,0.00,0.75,97.00,0.71,,"coonj101"
"Bill Sherdel",1922.00,"SLN","NL",3.00,2.00,0.00,0.75,94.00,0.72,-0.32,"sherb101"
"Virgil Cheeves",1922.00,"CHN","NL",4.00,3.00,3.00,0.74,102.00,0.71,-0.51,"cheev101"
"Bill Bailey",1922.00,"SLN","NL",0.00,1.00,0.00,0.75,94.00,0.72,-0.37,"bailb101"
"Jack Scott",1922.00,"CIN","NL",0.00,0.00,0.00,0.75,97.00,0.71,,"scotj101"
"John Singleton",1922.00,"PHI","NL",5.00,1.00,0.00,0.73,113.00,0.69,0.42,"singj101"
"Tim McNamara",1922.00,"BSN","NL",1.00,1.00,2.00,0.75,97.00,0.71,-0.22,"mcnat101"
"Ed Morris",1922.00,"CHN","NL",0.00,0.00,0.00,0.74,102.00,0.71,,"morre102"
"Jimmy Zinn",1922.00,"PIT","NL",0.00,0.00,0.00,0.75,100.00,0.71,,"zinnj101"
"Rosy Ryan",1922.00,"NY1","NL",9.00,2.00,2.00,0.75,98.00,0.71,0.56,"ryanr101"
"Buck Freeman",1922.00,"CHN","NL",3.00,1.00,0.00,0.74,102.00,0.71,0.07,"freeb101"
"Johnny Couch",1922.00,"CIN","NL",1.00,1.00,0.00,0.75,97.00,0.71,-0.22,"coucj101"
"Earl Hamilton",1922.00,"PIT","NL",13.00,2.00,0.00,0.75,100.00,0.71,1.17,"hamie101"
"Rip Wheeler",1922.00,"PIT","NL",0.00,0.00,0.00,0.75,100.00,0.71,,"wheer101"
"Bill Moore",1925.00,"DET","AL",0.00,0.00,0.00,0.73,98.00,0.70,,"moorb104"
"Vean Gregg",1925.00,"WS1","AL",2.00,1.00,2.00,0.73,97.00,0.70,-0.05,"gregv101"
"Charlie Caldwell",1925.00,"NYA","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"caldc101"
"Firpo Marberry",1925.00,"WS1","AL",23.00,3.00,1.00,0.73,97.00,0.70,2.45,"marbf101"
"Garland Buckeye",1925.00,"CLE","AL",1.00,2.00,0.00,0.73,101.00,0.69,-0.56,"buckg101"
"Milt Gaston",1925.00,"SLA","AL",7.00,3.00,1.00,0.72,106.00,0.69,0.04,"gastm101"
"Ernie Wingard",1925.00,"SLA","AL",3.00,1.00,1.00,0.72,106.00,0.69,0.12,"winge102"
"Lefty Grove",1925.00,"PHA","AL",11.00,8.00,2.00,0.72,106.00,0.69,-1.10,"grovl101"
"Benn Karr",1925.00,"CLE","AL",17.00,2.00,3.00,0.73,101.00,0.69,1.94,"karrb101"
"Jake Freeze",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"freej102"
"Ted Wingfield",1925.00,"BOS","AL",6.00,0.00,3.00,0.72,103.00,0.69,0.95,"wingt101"
"Herb Pennock",1925.00,"NYA","AL",8.00,1.00,4.00,0.73,97.00,0.70,0.86,"pennh101"
"Red Faber",1925.00,"CHA","AL",2.00,1.00,0.00,0.74,95.00,0.70,-0.06,"faber101"
"Buster Ross",1925.00,"BOS","AL",0.00,1.00,0.00,0.72,103.00,0.69,-0.36,"rossb103"
"Jim Marquis",1925.00,"NYA","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"marqj101"
"Ed Wells",1925.00,"DET","AL",0.00,2.00,2.00,0.73,98.00,0.70,-0.72,"welle101"
"Ed Stauffer",1925.00,"SLA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"staue101"
"Joe Giard",1925.00,"SLA","AL",0.00,1.00,0.00,0.72,106.00,0.69,-0.35,"giarj101"
"Dave Danforth",1925.00,"SLA","AL",5.00,2.00,1.00,0.72,106.00,0.69,0.08,"danfd101"
"Curly Ogden",1925.00,"WS1","AL",1.00,1.00,0.00,0.73,97.00,0.70,-0.21,"ogdec101"
"Walter Beall",1925.00,"NYA","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"bealw101"
"Chief Bender",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"bendc101"
"Lil Stoner",1925.00,"DET","AL",5.00,1.00,2.00,0.73,98.00,0.70,0.41,"stonl101"
"Jess Doyle",1925.00,"DET","AL",9.00,4.00,3.00,0.73,98.00,0.70,-0.06,"doylj105"
"Walter Johnson",1925.00,"WS1","AL",1.00,0.00,0.00,0.73,97.00,0.70,0.15,"johnw102"
"Fred Heimach",1925.00,"PHA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"heimf101"
"Ray Francis",1925.00,"BOS","AL",0.00,0.00,0.00,0.72,103.00,0.69,,"franr101"
"James Edwards",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"edwaj102"
"Ken Holloway",1925.00,"DET","AL",4.00,1.00,1.00,0.73,98.00,0.70,0.25,"hollk101"
"Luther Roy",1925.00,"CLE","AL",0.00,1.00,0.00,0.73,101.00,0.69,-0.36,"roy-l101"
"Win Ballou",1925.00,"WS1","AL",0.00,1.00,0.00,0.73,97.00,0.70,-0.36,"ballw101"
"Syl Johnson",1925.00,"DET","AL",7.00,1.00,0.00,0.73,98.00,0.70,0.72,"johns101"
"Oscar Fuhr",1925.00,"BOS","AL",1.00,0.00,1.00,0.72,103.00,0.69,0.15,"fuhro102"
"Howard Ehmke",1925.00,"BOS","AL",0.00,1.00,0.00,0.72,103.00,0.69,-0.36,"ehmkh101"
"Dickie Kerr",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"kerrd101"
"By Speece",1925.00,"CLE","AL",4.00,2.00,2.00,0.73,101.00,0.69,-0.09,"speeb101"
"Slim Harriss",1925.00,"PHA","AL",4.00,4.00,0.00,0.72,106.00,0.69,-0.79,"harrs101"
"Ownie Carroll",1925.00,"DET","AL",0.00,0.00,0.00,0.73,98.00,0.70,,"carro101"
"Ben Shields",1925.00,"NYA","AL",2.00,1.00,0.00,0.73,97.00,0.70,-0.05,"shieb101"
"Hal Neubauer",1925.00,"BOS","AL",0.00,0.00,0.00,0.72,103.00,0.69,,"neubh101"
"Alex Ferguson",1925.00,"WS1","AL",4.00,0.00,1.00,0.73,97.00,0.70,0.61,"ferga101"
"George Uhle",1925.00,"CLE","AL",1.00,0.00,0.00,0.73,101.00,0.69,0.15,"uhleg101"
"Chet Falk",1925.00,"SLA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"falkc102"
"Dixie Davis",1925.00,"SLA","AL",4.00,2.00,0.00,0.72,106.00,0.69,-0.07,"david102"
"Jack Quinn",1925.00,"PHA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"quinj102"
"Hooks Dauss",1925.00,"DET","AL",1.00,2.00,0.00,0.73,98.00,0.70,-0.57,"daush101"
"Ted Blankenship",1925.00,"CHA","AL",2.00,3.00,1.00,0.74,95.00,0.70,-0.79,"blant101"
"Rudy Kallio",1925.00,"BOS","AL",1.00,1.00,0.00,0.72,103.00,0.69,-0.20,"kallr101"
"Harry Kelley",1925.00,"WS1","AL",0.00,0.00,1.00,0.73,97.00,0.70,,"kellh101"
"Sam Gray",1925.00,"PHA","AL",6.00,1.00,1.00,0.72,106.00,0.69,0.60,"grays102"
"Elam Vangilder",1925.00,"SLA","AL",7.00,2.00,3.00,0.72,106.00,0.69,0.40,"vange101"
"Allan Russell",1925.00,"WS1","AL",6.00,1.00,0.00,0.73,97.00,0.70,0.56,"russa101"
"George Mogridge",1925.00,"WS1","AL",0.00,0.00,1.00,0.73,97.00,0.70,,"mogrg101"
"Joe Lucey",1925.00,"BOS","AL",0.00,0.00,0.00,0.72,103.00,0.69,,"lucej101"
"Rube Walberg",1925.00,"PHA","AL",15.00,3.00,0.00,0.72,106.00,0.69,1.33,"walbr101"
"Spencer Pumpelly",1925.00,"WS1","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"pumps101"
"Mike Cvengros",1925.00,"CHA","AL",6.00,1.00,2.00,0.74,95.00,0.70,0.55,"cvenm101"
"Waite Hoyt",1925.00,"NYA","AL",9.00,3.00,1.00,0.73,97.00,0.70,0.29,"hoytw101"
"Sherry Smith",1925.00,"CLE","AL",2.00,0.00,0.00,0.73,101.00,0.69,0.31,"smits102"
"Tom Glass",1925.00,"PHA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"glast101"
"Art Stokes",1925.00,"PHA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"stoka101"
"Joe Shaute",1925.00,"CLE","AL",6.00,3.00,0.00,0.73,101.00,0.69,-0.14,"shauj101"
"Elbert Andrews",1925.00,"PHA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"andre102"
"Bullet Joe Bush",1925.00,"SLA","AL",1.00,0.00,1.00,0.72,106.00,0.69,0.16,"bushj102"
"Alex Ferguson",1925.00,"NYA","AL",1.00,0.00,0.00,0.73,97.00,0.70,0.15,"ferga101"
"Hank Johnson",1925.00,"NYA","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"johnh101"
"Sloppy Thurston",1925.00,"CHA","AL",4.00,1.00,0.00,0.74,95.00,0.70,0.24,"thurs101"
"Jake Miller",1925.00,"CLE","AL",5.00,3.00,2.00,0.73,101.00,0.69,-0.30,"millj109"
"Jack Quinn",1925.00,"BOS","AL",0.00,3.00,0.00,0.72,103.00,0.69,-1.08,"quinj102"
"Paul Zahniser",1925.00,"BOS","AL",0.00,0.00,0.00,0.72,103.00,0.69,,"zahnp101"
"Bob Shawkey",1925.00,"NYA","AL",4.00,1.00,2.00,0.73,97.00,0.70,0.25,"shawb102"
"Urban Shocker",1925.00,"NYA","AL",0.00,1.00,1.00,0.73,97.00,0.70,-0.36,"shocu101"
"Earl Whitehill",1925.00,"DET","AL",2.00,0.00,0.00,0.73,98.00,0.70,0.31,"white102"
"Sad Sam Jones",1925.00,"NYA","AL",4.00,2.00,1.00,0.73,97.00,0.70,-0.11,"jones104"
"Leo Mangum",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"mangl101"
"Ray Francis",1925.00,"NYA","AL",0.00,0.00,0.00,0.73,97.00,0.70,,"franr101"
"Tink Riviere",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"rivit101"
"George Blaeholder",1925.00,"SLA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"blaeg101"
"Dutch Levsen",1925.00,"CLE","AL",0.00,0.00,0.00,0.73,101.00,0.69,,"levsd101"
"Ken Ash",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"ash-k101"
"Bert Cole",1925.00,"DET","AL",4.00,1.00,0.00,0.73,98.00,0.70,0.25,"coleb101"
"Stan Baumgartner",1925.00,"PHA","AL",3.00,1.00,1.00,0.72,106.00,0.69,0.12,"baums101"
"Rip Collins",1925.00,"DET","AL",0.00,0.00,0.00,0.73,98.00,0.70,,"collr104"
"Jim Joe Edwards",1925.00,"CLE","AL",0.00,2.00,0.00,0.73,101.00,0.69,-0.72,"edwaj102"
"Brad Springer",1925.00,"SLA","AL",0.00,0.00,0.00,0.72,106.00,0.69,,"sprib101"
"George Grant",1925.00,"SLA","AL",1.00,2.00,0.00,0.72,106.00,0.69,-0.55,"grang101"
"Eddie Rommel",1925.00,"PHA","AL",11.00,1.00,3.00,0.72,106.00,0.69,1.41,"romme101"
"Tom Zachary",1925.00,"WS1","AL",2.00,1.00,0.00,0.73,97.00,0.70,-0.05,"zacht101"
"Sarge Connally",1925.00,"CHA","AL",12.00,2.00,4.00,0.74,95.00,0.70,1.10,"conns101"
"Frank Mack",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"mackf101"
"Carl Yowell",1925.00,"CLE","AL",0.00,0.00,0.00,0.73,101.00,0.69,,"yowec101"
"Ted Lyons",1925.00,"CHA","AL",3.00,2.00,2.00,0.74,95.00,0.70,-0.27,"lyont102"
"Bert Cole",1925.00,"CLE","AL",0.00,0.00,0.00,0.73,101.00,0.69,,"coleb101"
"Charlie Robertson",1925.00,"CHA","AL",0.00,0.00,0.00,0.74,95.00,0.70,,"robec101"
"Red Ruffing",1925.00,"BOS","AL",1.00,0.00,0.00,0.72,103.00,0.69,0.15,"ruffr101"
"Kent Greenfield",1925.00,"NY1","NL",1.00,2.00,0.00,0.76,95.00,0.73,-0.62,"greek101"
"Dutch Ulrich",1925.00,"PHI","NL",6.00,0.00,0.00,0.74,112.00,0.70,0.91,"ulrid101"
"Tom Sheehan",1925.00,"CIN","NL",1.00,0.00,0.00,0.76,96.00,0.73,0.14,"sheet102"
"Vic Keen",1925.00,"CHN","NL",5.00,3.00,0.00,0.75,102.00,0.72,-0.40,"keenv101"
"Ray Pierce",1925.00,"PHI","NL",0.00,0.00,2.00,0.74,112.00,0.70,,"pierr101"
"Johnny Morrison",1925.00,"PIT","NL",13.00,3.00,3.00,0.75,104.00,0.71,0.77,"morrj105"
"Emil Yde",1925.00,"PIT","NL",2.00,0.00,0.00,0.75,104.00,0.71,0.29,"yde-e101"
"Leo Dickerman",1925.00,"SLN","NL",0.00,0.00,1.00,0.75,102.00,0.72,,"dickl101"
"Jack Knight",1925.00,"PHI","NL",4.00,1.00,3.00,0.74,112.00,0.70,0.23,"knigj103"
"Duster Mails",1925.00,"SLN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"mailw101"
"Bill Anderson",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"andeb103"
"Joe Oeschger",1925.00,"BRO","NL",0.00,0.00,1.00,0.76,97.00,0.72,,"oescj101"
"Jack Bentley",1925.00,"NY1","NL",2.00,0.00,0.00,0.76,95.00,0.73,0.27,"bentj101"
"Guy Bush",1925.00,"CHN","NL",7.00,1.00,1.00,0.75,102.00,0.72,0.63,"bushg101"
"Walt Huntzinger",1925.00,"NY1","NL",11.00,2.00,0.00,0.76,95.00,0.73,0.77,"huntw101"
"Joe Batchelder",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"batcj101"
"Jack Scott",1925.00,"NY1","NL",5.00,0.00,1.00,0.76,95.00,0.73,0.69,"scotj101"
"Pete Donohue",1925.00,"CIN","NL",2.00,0.00,0.00,0.76,96.00,0.73,0.28,"donop102"
"Bob Osborn",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"osbob102"
"Johnny Stuart",1925.00,"SLN","NL",3.00,2.00,0.00,0.75,102.00,0.72,-0.31,"stuaj101"
"Bernie Friberg",1925.00,"PHI","NL",0.00,0.00,0.00,0.74,112.00,0.70,,"fribb101"
"Bill Hubbell",1925.00,"PHI","NL",0.00,0.00,1.00,0.74,112.00,0.70,,"hubbb101"
"Ike Kamp",1925.00,"BSN","NL",5.00,1.00,0.00,0.76,94.00,0.73,0.31,"kampi101"
"Carl Mays",1925.00,"CIN","NL",2.00,2.00,2.00,0.76,96.00,0.73,-0.47,"maysc101"
"Bob Vines",1925.00,"PHI","NL",0.00,0.00,0.00,0.74,112.00,0.70,,"vineb101"
"Flint Rhem",1925.00,"SLN","NL",2.00,0.00,0.00,0.75,102.00,0.72,0.28,"rhemf101"
"Tiny Osborne",1925.00,"BRO","NL",8.00,6.00,2.00,0.76,97.00,0.72,-1.14,"osbot101"
"Wayland Dean",1925.00,"NY1","NL",5.00,2.00,0.00,0.76,95.00,0.73,-0.06,"deanw101"
"Bob Smith",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"smitb110"
"Huck Betts",1925.00,"PHI","NL",6.00,2.00,1.00,0.74,112.00,0.70,0.17,"betth101"
"Pete Alexander",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"alexg102"
"Harry Baldwin",1925.00,"NY1","NL",0.00,0.00,0.00,0.76,95.00,0.73,,"baldh101"
"Guy Cantrell",1925.00,"BRO","NL",0.00,0.00,1.00,0.76,97.00,0.72,,"cantg101"
"Jesse Haines",1925.00,"SLN","NL",3.00,2.00,1.00,0.75,102.00,0.72,-0.31,"hainj101"
"Elmer Jacobs",1925.00,"CHN","NL",4.00,2.00,1.00,0.75,102.00,0.72,-0.17,"jacoe101"
"Andy Rush",1925.00,"BRO","NL",0.00,0.00,0.00,0.76,97.00,0.72,,"rusha101"
"Clarence Mitchell",1925.00,"PHI","NL",2.00,0.00,0.00,0.74,112.00,0.70,0.30,"mitcc102"
"Eddie Dyer",1925.00,"SLN","NL",7.00,1.00,1.00,0.75,102.00,0.72,0.63,"dyere101"
"Ray Kremer",1925.00,"PIT","NL",11.00,3.00,2.00,0.75,104.00,0.71,0.48,"kremr101"
"Gil Paulsen",1925.00,"SLN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"paulg101"
"Babe Adams",1925.00,"PIT","NL",8.00,1.00,2.00,0.75,104.00,0.71,0.79,"adamb104"
"Tom Sheehan",1925.00,"PIT","NL",5.00,2.00,1.00,0.75,104.00,0.71,-0.01,"sheet102"
"Rube Marquard",1925.00,"BSN","NL",2.00,1.00,1.00,0.76,94.00,0.73,-0.10,"marqr102"
"Art Nehf",1925.00,"NY1","NL",11.00,1.00,1.00,0.76,95.00,0.73,1.15,"nehfa101"
"Bill Sherdel",1925.00,"SLN","NL",0.00,0.00,3.00,0.75,102.00,0.72,,"sherb101"
"Hugh McQuillan",1925.00,"NY1","NL",1.00,0.00,0.00,0.76,95.00,0.73,0.13,"mcquh101"
"Skinny Graham",1925.00,"BSN","NL",3.00,2.00,1.00,0.76,94.00,0.73,-0.34,"grahs101"
"Harry Biemiller",1925.00,"CIN","NL",1.00,0.00,0.00,0.76,96.00,0.73,0.14,"biemh101"
"Jack Wisner",1925.00,"NY1","NL",0.00,0.00,1.00,0.76,95.00,0.73,,"wisnj101"
"Pedro Dibut",1925.00,"CIN","NL",0.00,0.00,0.00,0.76,96.00,0.73,,"dibup101"
"Johnny Couch",1925.00,"PHI","NL",5.00,0.00,0.00,0.74,112.00,0.70,0.75,"coucj101"
"Foster Edwards",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"edwaf101"
"Virgil Barnes",1925.00,"NY1","NL",5.00,2.00,1.00,0.76,95.00,0.73,-0.06,"barnv101"
"Tim McNamara",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"mcnat101"
"Bill Vargus",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"vargb101"
"Hal Carlson",1925.00,"PHI","NL",0.00,0.00,0.00,0.74,112.00,0.70,,"carlh101"
"Rosy Ryan",1925.00,"BSN","NL",8.00,2.00,0.00,0.76,94.00,0.73,0.34,"ryanr101"
"Lou Koupal",1925.00,"PIT","NL",0.00,0.00,0.00,0.75,104.00,0.71,,"koupl101"
"Ed Clough",1925.00,"SLN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"cloue101"
"Art Reinhart",1925.00,"SLN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"reina102"
"Freddie Fitzsimmons",1925.00,"NY1","NL",1.00,0.00,1.00,0.76,95.00,0.73,0.13,"fitzf101"
"Johnny Cooney",1925.00,"BSN","NL",6.00,0.00,0.00,0.76,94.00,0.73,0.83,"coonj101"
"Lloyd Brown",1925.00,"BRO","NL",0.00,0.00,0.00,0.76,97.00,0.72,,"browl101"
"Jakie May",1925.00,"CIN","NL",3.00,2.00,2.00,0.76,96.00,0.73,-0.33,"may-j102"
"Jesse Petty",1925.00,"BRO","NL",5.00,1.00,0.00,0.76,97.00,0.72,0.32,"pettj103"
"Lee Meadows",1925.00,"PIT","NL",2.00,4.00,0.00,0.75,104.00,0.71,-1.20,"meadl101"
"Dana Fillingim",1925.00,"PHI","NL",2.00,0.00,0.00,0.74,112.00,0.70,0.30,"filld101"
"Roy Crumpler",1925.00,"PHI","NL",0.00,0.00,0.00,0.74,112.00,0.70,,"crumr101"
"Vic Aldridge",1925.00,"PIT","NL",4.00,0.00,0.00,0.75,104.00,0.71,0.58,"aldrv101"
"George Milstead",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"milsg101"
"Burleigh Grimes",1925.00,"BRO","NL",3.00,0.00,1.00,0.76,97.00,0.72,0.42,"grimb101"
"Bud Culloton",1925.00,"PIT","NL",0.00,0.00,0.00,0.75,104.00,0.71,,"cullb101"
"George Stueland",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"stueg101"
"Skinny O'Neal",1925.00,"PHI","NL",0.00,0.00,0.00,0.74,112.00,0.70,,"oneas101"
"Marv Goodwin",1925.00,"CIN","NL",0.00,0.00,0.00,0.76,96.00,0.73,,"goodm102"
"Rube Benton",1925.00,"CIN","NL",8.00,1.00,2.00,0.76,96.00,0.73,0.74,"bentr102"
"Wilbur Cooper",1925.00,"CHN","NL",4.00,1.00,0.00,0.75,102.00,0.72,0.20,"coopw101"
"Joe Ogrodowski",1925.00,"BSN","NL",0.00,0.00,0.00,0.76,94.00,0.73,,"ogroj101"
"Eppa Rixey",1925.00,"CIN","NL",3.00,0.00,1.00,0.76,96.00,0.73,0.42,"rixee101"
"Tony Kaufmann",1925.00,"CHN","NL",3.00,1.00,0.00,0.75,102.00,0.72,0.05,"kauft101"
"Jim Roberts",1925.00,"BRO","NL",0.00,0.00,0.00,0.76,97.00,0.72,,"robej101"
"Don Songer",1925.00,"PIT","NL",0.00,1.00,0.00,0.75,104.00,0.71,-0.37,"songd101"
"Neal Brady",1925.00,"CIN","NL",1.00,1.00,0.00,0.76,96.00,0.73,-0.23,"bradn101"
"Pea Ridge Day",1925.00,"SLN","NL",2.00,2.00,0.00,0.75,102.00,0.72,-0.46,"day-c101"
"Percy Jones",1925.00,"CHN","NL",5.00,0.00,0.00,0.75,102.00,0.72,0.72,"jonep101"
"Red Oldham",1925.00,"PIT","NL",3.00,0.00,0.00,0.75,104.00,0.71,0.43,"oldhr101"
"Jesse Barnes",1925.00,"BSN","NL",0.00,2.00,0.00,0.76,94.00,0.73,-0.76,"barnj102"
"Bill Hallahan",1925.00,"SLN","NL",0.00,1.00,0.00,0.75,102.00,0.72,-0.37,"hallb104"
"Herb Brett",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"bretd101"
"Rube Ehrhardt",1925.00,"BRO","NL",4.00,2.00,1.00,0.76,97.00,0.72,-0.19,"ehrhr101"
"Bill Hubbell",1925.00,"BRO","NL",4.00,2.00,4.00,0.76,97.00,0.72,-0.19,"hubbb101"
"Jumbo Brown",1925.00,"CHN","NL",0.00,0.00,0.00,0.75,102.00,0.72,,"browj110"
"Larry Benton",1925.00,"BSN","NL",1.00,2.00,1.00,0.76,94.00,0.73,-0.62,"bentl101"
"Nelson Greene",1925.00,"BRO","NL",7.00,3.00,0.00,0.76,97.00,0.72,-0.15,"green101"
"Art Decatur",1925.00,"PHI","NL",3.00,2.00,1.00,0.74,112.00,0.70,-0.28,"decaa101"
"Hank Thormahlen",1925.00,"BRO","NL",0.00,1.00,0.00,0.76,97.00,0.72,-0.37,"thorh101"
"Art Decatur",1925.00,"BRO","NL",0.00,1.00,0.00,0.76,97.00,0.72,-0.37,"decaa101"
"Jumbo Elliott",1925.00,"BRO","NL",0.00,1.00,0.00,0.76,97.00,0.72,-0.37,"ellij103"
"Joe Genewich",1925.00,"BSN","NL",6.00,0.00,0.00,0.76,94.00,0.73,0.83,"genej101"
"Allen Sothoron",1925.00,"SLN","NL",5.00,3.00,1.00,0.75,102.00,0.72,-0.40,"sotha101"
"Sheriff Blake",1925.00,"CHN","NL",2.00,0.00,0.00,0.75,102.00,0.72,0.28,"blaks101"
"Benn Karr",1927.00,"CLE","AL",3.00,1.00,0.00,0.80,102.00,0.77,-0.04,"karrb101"
"Sam Gibson",1927.00,"DET","AL",3.00,2.00,0.00,0.80,102.00,0.77,-0.44,"gibss101"
"Charlie Barnabe",1927.00,"CHA","AL",1.00,1.00,1.00,0.81,98.00,0.77,-0.28,"barnc101"
"Willis Hudlin",1927.00,"CLE","AL",9.00,0.00,1.00,0.80,102.00,0.77,1.06,"hudlw101"
"Hal McKain",1927.00,"CLE","AL",0.00,0.00,0.00,0.80,102.00,0.77,,"mckah101"
"Howard Ehmke",1927.00,"PHA","AL",1.00,0.00,0.00,0.80,102.00,0.77,0.11,"ehmkh101"
"George Uhle",1927.00,"CLE","AL",2.00,1.00,3.00,0.80,102.00,0.77,-0.16,"uhleg101"
"Sarge Connally",1927.00,"CHA","AL",16.00,6.00,3.00,0.81,98.00,0.77,-0.57,"conns101"
"Ike Powers",1927.00,"PHA","AL",5.00,0.00,0.00,0.80,102.00,0.77,0.59,"powei101"
"Rube Walberg",1927.00,"PHA","AL",12.00,2.00,4.00,0.80,102.00,0.77,0.62,"walbr101"
"Lil Stoner",1927.00,"DET","AL",7.00,2.00,0.00,0.80,102.00,0.77,0.02,"stonl101"
"Clay Van Alstyne",1927.00,"WS1","AL",0.00,0.00,0.00,0.81,98.00,0.77,,"vanac101"
"Jimmie Dykes",1927.00,"PHA","AL",1.00,0.00,0.00,0.80,102.00,0.77,0.11,"dykej101"
"Boom-Boom Beck",1927.00,"SLA","AL",0.00,0.00,0.00,0.80,105.00,0.76,,"beckb104"
"Red Ruffing",1927.00,"BOS","AL",3.00,1.00,2.00,0.80,102.00,0.77,-0.04,"ruffr101"
"Red Faber",1927.00,"CHA","AL",0.00,0.00,0.00,0.81,98.00,0.77,,"faber101"
"Jing Johnson",1927.00,"PHA","AL",1.00,2.00,0.00,0.80,102.00,0.77,-0.68,"johnj102"
